val1,val2,val3,last_matrix,num_moves_Q_learning_needs,first_move_by_Q_learning,Q_table_val
-6,-10,-2,1,12,0,9761.31560988418
-4,22,-6,4,10,2,9800.897604194955
13,-3,-1,3,14,1,0.0
-1,-2,5,2,6,3,9880.299600299879
-5,-1,3,2,8,0,9840.55888139888
-2,-18,6,4,10,1,9800.897604194965
-1,-7,3,3,8,1,9840.55888139888
-1,-6,-1,3,10,0,9800.897604194965
0,-7,-4,4,8,0,9840.55888139888
1,-2,-1,2,4,0,9920.119920019999
0,-6,-4,2,8,0,9840.55888139888
7,-2,1,1,10,1,9800.897604194965
5,4,3,1,8,1,9840.55888139888
5,28,5,3,12,3,9761.315560632946
7,-16,-1,2,12,2,9761.31560988418
1,3,-1,1,6,3,9880.299600299879
-2,-2,2,1,4,0,9920.119920019999
6,16,2,1,10,3,9800.897604194965
-2,2,0,4,4,2,9920.119920019999
6,3,2,3,8,1,9840.55888139888
5,23,7,3,12,3,9761.315609870227
3,-4,-7,1,10,1,9800.897604194965
-4,-10,-2,1,12,1,9756.091912401522
1,-7,9,2,12,1,9761.31560988418
-2,-7,4,4,6,3,9880.299600299879
2,-12,-2,1,10,0,9800.897604194965
-1,-4,5,2,6,3,9880.299600299879
-5,-3,1,1,6,0,9880.299600299879
-7,2,1,2,10,0,9800.897604194965
1,7,-3,4,10,1,9800.897604194965
9,36,7,3,16,3,7475.797044665181
-3,1,-3,3,6,0,9880.299600299879
-9,13,-3,2,12,0,9761.30675294883
-3,13,-1,2,12,2,9761.315609882971
-1,-5,3,4,6,1,9880.299600299879
-1,5,7,2,10,0,9800.897604194965
2,3,-4,1,8,1,9840.55888139879
0,-1,10,3,12,1,9760.807579719154
6,-7,-6,1,12,1,9751.470031274972
1,-17,1,4,16,2,9682.386652691368
-2,18,-8,4,12,1,9748.17579524777
-1,-10,-1,1,12,1,9761.31560988418
4,10,2,3,8,0,9840.55888139888
5,-47,-11,4,18,0,9643.037918169852
1,-18,-3,1,14,3,9710.361863590366
1,23,5,3,16,3,8269.106799500993
-3,5,-3,4,6,0,9880.299600299879
-3,-11,3,1,8,1,9840.55888139888
-5,2,3,4,10,0,9800.897604194965
0,0,2,2,2,3,9960.02
-4,-8,2,2,6,3,9880.299600299879
-4,-4,2,2,6,0,9880.299600299879
2,-9,-4,2,8,0,9840.55888139888
6,19,4,1,10,1,9800.897604194965
6,5,0,1,8,1,9840.55888139888
3,4,-3,1,10,0,9800.897602897425
1,-1,3,3,6,1,9880.299600299879
-12,58,-8,2,22,3,0.0
-5,-8,-1,1,10,0,9800.897604194965
-1,-14,1,3,14,1,9721.812539488605
5,10,-5,3,14,3,9721.787757529579
-10,-19,4,2,14,0,7873.76831693362
2,0,2,3,4,1,9920.119920019999
8,-6,-2,2,10,1,9800.895728060044
0,2,-4,1,6,1,9880.299600299879
-2,13,-4,4,10,1,9800.897604194965
-1,-8,-1,4,10,3,9800.897604193604
10,-5,-2,3,12,1,9761.31560988418
-4,-8,-2,2,10,3,9800.897604194965
5,8,1,1,8,1,9840.55888139888
0,8,-2,2,10,1,9800.897604194655
-7,-18,5,2,12,0,9761.315609810881
-2,6,6,3,10,0,9800.897604194965
3,7,-1,1,10,0,9800.897604194965
9,42,5,2,22,2,8130.206019696876
-6,-6,-2,2,10,3,9800.897604194965
-9,31,-5,1,14,2,9709.908678976173
-3,-15,3,1,10,1,9800.897604194965
3,4,1,2,6,0,9880.299600299879
-3,-6,5,1,8,0,9840.55888139888
-2,0,-4,2,6,0,9880.299600299879
0,10,2,3,12,1,9761.312126514395
4,5,0,3,8,0,9840.55888139888
4,-10,-4,1,8,1,9840.55888139888
-2,-6,4,3,6,3,9880.299600299879
-3,2,-3,2,6,0,9880.299600299879
0,-11,-4,1,10,0,9800.897604174397
5,-3,-3,4,8,1,9840.55888139888
-3,5,5,2,10,0,9800.897604194965
0,-9,-2,2,10,0,9800.897604194965
-5,-7,3,2,8,0,9840.55888139888
0,1,-6,2,8,1,9840.55888139888
-5,-6,-1,3,10,0,9800.897604194965
3,-22,-9,3,12,2,9643.360892712955
2,0,-2,4,4,1,9920.119920019999
4,5,-4,1,12,0,9761.31560988418
-6,20,-2,3,12,0,8483.610344764276
-3,-3,3,1,6,0,9880.299600299879
-1,20,-9,4,14,1,9721.81273998002
-3,16,-1,1,12,1,9761.31560988418
-3,-11,1,2,10,3,9800.897604194965
3,1,3,4,6,1,9880.299600299879
-1,19,5,4,14,0,9712.24486599415
-3,4,3,2,10,0,9800.897604194777
-3,15,-5,3,8,2,9840.55888139888
4,-6,-4,4,8,1,9840.55888139888
2,4,-2,3,8,1,9840.55888139888
3,16,-3,1,18,0,9612.374712800975
-1,-12,7,1,10,1,9800.897604194965
7,8,1,1,10,0,9800.897604194965
9,1,-1,1,12,1,9760.210255253141
4,10,0,3,10,0,9800.888767512773
1,-6,1,3,10,0,9800.897604194965
5,13,1,3,10,3,9800.897604194965
-2,-10,-4,2,12,3,9720.183117686896
1,6,-7,1,10,1,9800.897604194965
-6,21,-6,4,12,0,9761.315550042375
-5,-5,1,3,6,3,9880.299600299879
-5,5,-1,2,6,2,9880.299600299879
-3,3,1,4,6,2,9880.299600299879
5,-15,-3,4,8,2,9840.55888139888
-1,5,-3,3,6,1,9880.299600299879
3,6,-1,2,8,3,9840.55888139888
1,-5,3,1,8,1,9840.55888139888
-3,-18,5,3,10,1,9800.897604194965
2,-5,0,3,8,0,9840.55888139888
-4,9,-4,1,8,0,9840.55888139888
-6,0,-8,2,14,0,9721.81273998002
1,-4,3,4,8,1,9840.55888139888
1,3,1,3,6,0,9880.299600299879
-1,-5,5,3,6,3,9880.299600299879
-1,-1,1,1,2,3,9960.02
-3,-14,1,3,12,1,9761.315609874518
4,8,6,3,10,1,9800.897604194965
3,-4,-1,4,6,0,9880.299600299879
-3,2,-5,2,8,0,9840.55888139888
0,-7,0,4,12,1,9761.31560988418
-1,-4,5,3,6,3,9880.299600299879
3,0,5,4,8,1,9840.55888139888
0,6,-2,4,8,1,9840.55888139888
2,-1,4,4,8,1,9840.55888139888
2,-5,4,1,10,1,9800.897604194965
-3,27,-3,4,16,1,8677.305465302537
4,-5,0,4,8,0,9840.55888139888
-1,14,5,2,12,0,9761.306762921757
-4,7,0,2,8,2,9840.55888139888
-4,-21,6,1,10,3,9800.897604194965
0,-1,2,4,4,1,9920.119920019999
0,5,4,3,8,0,9840.55888139888
1,5,5,3,6,3,9880.299600299879
2,5,4,4,6,3,9880.299600299879
5,-23,-5,4,10,2,9800.896996171945
-9,-28,3,2,14,1,9720.869061789384
1,9,-3,3,10,1,9800.897604194965
-2,-23,4,4,14,1,9700.238325015176
-10,23,-4,3,14,2,9703.252120059
3,-4,1,3,8,0,9840.55888139888
-5,-2,1,2,6,0,9880.299600299879
4,18,2,4,12,0,9761.312700016855
-9,28,-3,4,14,0,9542.583143448272
5,-24,-9,4,14,1,8248.124891327325
-3,-5,3,2,6,0,9880.299600299879
-1,4,3,4,8,0,9840.55888139888
3,1,-1,2,6,1,9880.299600299879
4,-5,-4,2,8,1,9840.55888139888
-2,7,-6,4,8,2,9840.55888139888
-7,1,-3,2,10,0,9799.837940248444
2,10,2,3,10,0,9800.897604194924
1,4,-1,4,8,0,9840.55888139888
-1,-7,5,1,8,1,9840.55888139888
8,10,2,3,10,1,9800.897604194948
5,9,3,4,8,1,9840.55888139888
-4,-19,4,3,10,1,9800.897604194965
-2,-6,-2,2,10,0,9800.897604194965
5,1,1,4,6,1,9880.299600299879
6,-6,-4,3,10,1,9800.897604194965
0,9,-4,4,10,1,9800.897604194965
6,-13,-6,1,12,1,9761.31560988418
-3,-7,3,1,6,3,9880.299600299879
-3,-6,1,2,6,3,9880.299600299879
0,-3,-2,2,6,0,9880.299600299879
-8,-12,0,2,12,3,9760.042348944848
4,-11,-4,4,8,1,9840.55888139888
3,-28,-7,2,12,0,9761.31560988418
-12,-8,0,2,14,0,9215.496432131284
-2,16,2,2,14,2,9721.807015793805
-3,9,-3,4,6,2,9880.299600299879
3,3,-1,1,6,3,9880.299600299879
-3,11,-3,1,8,1,9840.55888139888
-5,-21,3,3,12,1,9761.31560988418
4,13,4,3,8,3,9840.55888139888
3,-1,-1,2,4,1,9920.119920019999
6,-7,-2,1,8,1,9840.55888139888
-1,-14,-1,1,14,3,9721.812686449066
-1,1,5,3,8,0,9840.55888139888
5,-17,-3,4,10,0,9800.897604194965
2,-10,-4,4,8,0,9840.55888139888
2,1,0,3,4,1,9920.119920019999
-2,2,0,1,4,2,9920.119920019999
-7,4,3,2,12,0,9761.31560988418
1,-11,3,4,12,2,9761.31560988418
-6,25,-4,4,12,1,9701.051273219924
1,12,7,2,10,0,9800.897604194965
-1,2,9,2,12,0,9761.195580724881
0,-9,4,3,10,1,9800.897604194965
8,-26,-4,1,12,2,9740.70402596996
-1,-3,-5,1,8,0,9840.55888139888
4,-3,4,4,10,1,9800.897604194965
-9,-16,5,2,14,0,-9.0
3,0,1,1,4,1,9920.119920019999
-3,7,1,3,10,0,9800.897604194965
-6,22,-6,3,12,0,9761.31560988418
3,-20,-7,4,10,2,9800.897604194965
-4,7,-6,4,10,0,9800.894023977633
7,-13,1,4,12,2,9761.3109133074
-6,-12,4,2,10,0,9800.897604194965
-8,-8,4,1,12,0,9761.31560988418
-3,-1,-1,2,6,0,9880.299600299879
3,-10,1,3,12,0,9761.31478836853
4,12,2,3,8,3,9840.55888139888
0,18,-2,1,18,2,9555.701501533707
1,-3,3,3,6,1,9880.299600299879
-1,-7,5,3,8,1,9840.55888139888
5,-10,-3,1,8,1,9840.55888139888
0,-5,-2,4,8,0,9840.55888139888
4,-16,-4,1,8,2,9840.55888139888
-2,-3,-4,1,8,0,9840.55888139888
4,12,-4,1,14,3,9453.861886136607
7,34,3,3,16,0,9672.274253055039
0,7,2,4,10,0,9800.897604194965
-1,0,-3,4,4,0,9920.119920019999
-1,-3,-3,1,6,0,9880.299600299879
3,-26,-5,2,14,0,9712.087958378897
9,-30,-7,1,16,1,9682.38544845716
4,9,4,4,8,1,9840.55888139888
0,18,-10,4,14,1,9683.23326198427
-3,10,-5,1,8,0,9840.55888139888
-4,-11,8,3,12,0,9761.31560988418
-3,11,-9,3,12,0,9751.55380707654
-4,3,2,2,8,0,9840.55888139888
-5,1,-3,2,8,0,9840.55888139888
0,3,-2,3,6,1,9880.299600299879
-4,-17,8,3,12,3,9761.290638325925
3,5,3,2,6,1,9880.299600299879
-4,-5,2,3,6,0,9880.299600299879
1,-12,5,3,12,1,9761.31560988418
-3,-18,-1,3,16,1,9489.81521541759
-10,-17,2,2,12,0,9761.31560988418
-2,-5,0,2,8,1,9840.55888139888
0,-2,0,3,6,0,9880.299600299879
0,-4,-6,2,8,0,9840.55888139888
2,-4,0,2,6,2,9880.299600299879
3,-12,1,4,12,0,9761.31560988418
1,-6,3,3,8,1,9840.55888139888
4,11,2,1,8,3,9840.55888139888
0,-5,-2,2,8,0,9840.55888139888
6,-21,-4,1,10,2,9800.897604194965
1,-5,-3,2,6,0,9880.299600299879
-2,2,2,1,6,0,9880.299600299879
-8,1,-2,3,10,0,9800.88217806849
-1,9,-9,2,10,2,9800.897604194965
2,-8,4,3,10,1,9800.89760419039
5,3,-1,3,8,1,9840.55888139888
-3,-3,1,4,4,3,9920.119920019999
3,3,-3,3,8,1,9840.55888139888
-4,2,2,3,8,0,9840.55888139888
3,21,5,4,12,0,9761.3156084978
-5,-3,1,2,6,0,9880.299600299879
0,-2,-6,1,8,0,9840.55888139888
1,1,-5,4,8,1,9840.55888139888
1,7,1,2,10,0,9800.897604194965
-8,-14,2,3,10,3,9800.897604194965
-6,-12,4,3,10,0,9800.897604194965
1,6,-1,3,10,0,9800.897604194965
-7,-22,7,3,14,0,9721.81273998002
1,-15,-5,2,10,0,9800.897604194965
3,-6,1,2,8,2,9840.55888139888
1,4,-3,4,8,1,9840.55888139888
0,15,10,4,14,0,9712.018534397263
-2,11,-2,4,10,1,9800.897604194965
5,7,-5,2,14,3,9624.581172190101
1,3,-1,4,6,3,9880.299600299879
1,-8,1,3,10,2,9800.89738268789
2,-13,-2,2,12,0,9761.31560988217
4,10,0,2,10,0,9800.888767512773
2,-3,4,3,8,1,9840.55888139888
-2,-6,4,2,6,3,9880.299600299879
-1,-1,-7,4,10,0,9800.897604194965
-1,4,-5,4,6,2,9880.299600299879
0,5,-2,2,8,1,9840.55888139888
-2,1,0,4,4,0,9920.119920019999
4,2,0,3,6,1,9880.299600299879
0,-6,4,3,8,1,9840.55888139888
-1,-16,-1,3,16,3,9625.980790475243
0,6,2,1,8,0,9840.55888139888
5,0,3,1,8,1,9840.55888139888
3,-8,-5,1,8,1,9840.55888139888
0,-8,-8,4,10,0,9800.887803154304
1,-4,1,3,8,0,9840.55888139888
8,-7,-6,3,18,0,0.0
3,-5,-3,1,6,1,9880.299600299879
2,1,2,1,4,1,9920.119920019999
-1,9,-1,1,10,1,9800.897604194965
3,28,5,3,14,0,9721.81273998002
0,-7,4,3,8,1,9840.55888139888
2,2,2,1,4,1,9920.119920019999
1,-4,5,2,8,1,9840.55888139888
5,22,3,2,12,0,9761.315601733926
1,16,3,3,12,0,9761.31560988418
1,1,-1,3,4,1,9920.119920019999
-2,3,2,2,8,0,9840.55888139888
-1,-9,5,3,8,1,9840.55888139888
5,-8,-3,4,8,1,9840.55888139888
-4,11,0,2,10,2,9800.897604194965
3,-6,3,4,10,1,9800.897604194965
4,9,0,2,10,0,9800.897604194965
-3,-1,-3,4,8,0,9840.55888139888
-4,6,4,1,12,2,9712.525235004587
-10,-5,2,2,12,0,9761.31560988418
0,-14,-8,4,12,0,9761.31560988418
1,-19,3,1,16,1,9682.173851678026
0,0,0,2,0,0,10000.0
2,2,-2,4,6,1,9880.299600299879
2,8,0,3,10,0,9800.897604194965
3,4,5,4,8,1,9840.55888139888
3,-5,5,4,10,1,9800.897604194965
0,0,-4,2,4,2,9920.119920019999
-5,-2,1,3,6,0,9880.299600299879
6,6,6,1,12,1,9761.315609884117
3,2,-3,4,8,1,9840.55888139888
9,6,-1,4,12,3,9759.182565089393
5,6,-1,3,10,0,9800.89760418853
1,-9,-5,2,8,0,9840.55888139888
0,-2,0,1,6,0,9880.299600299879
-1,-3,-5,4,8,0,9840.55888139888
-2,-6,8,3,10,0,9800.897604194965
6,-37,-4,4,16,2,8014.834761150188
-1,12,-1,1,12,1,9761.3155923844
1,-1,-5,4,6,2,9880.299600299879
3,5,1,1,6,3,9880.299600299879
-6,32,-10,4,16,2,9111.717195538113
-3,13,-3,2,10,1,9800.897604194965
-4,-1,4,2,8,0,9840.55888139888
1,-9,1,4,12,1,9761.314394146164
0,2,0,4,6,0,9880.299600299879
-2,2,-2,1,4,0,9920.119920019999
4,-8,6,1,14,1,9721.81273998002
4,12,4,1,8,1,9840.55888139888
-8,35,-4,2,14,0,8556.205159665287
2,12,2,4,10,0,9800.897604194965
-2,-5,4,1,6,3,9880.299600299879
4,4,-4,4,10,1,9800.897604194965
2,-3,2,1,8,0,9840.55888139888
1,10,5,1,8,0,9840.55888139888
-1,15,-1,4,14,3,4464.7529200615
3,3,1,1,4,3,9920.119920019999
-9,-6,7,2,18,2,8673.3891089431
5,-14,-7,1,12,2,9761.315609865156
1,-6,3,2,8,1,9840.55888139888
5,-9,-5,1,10,1,9800.897604194965
0,-10,2,2,12,0,9761.233706316367
3,-6,-1,3,6,2,9880.299600299879
3,-10,-1,4,10,0,9800.897604194965
-4,17,-2,1,12,1,9761.119547147411
0,-8,-8,2,10,0,9800.887803154304
-3,-3,-3,2,8,0,9840.55888139888
4,-8,-6,1,10,1,9800.897604194965
4,-7,0,4,8,2,9840.55888139888
0,-4,0,4,8,0,9840.55888139888
-3,-10,1,3,10,1,9800.897604194965
0,-3,4,1,6,1,9880.299600299879
5,13,5,1,10,1,9800.897604194965
1,-7,1,3,10,2,9800.897596602314
3,-16,-1,4,12,0,9757.121564841713
-3,11,-1,4,10,1,9800.897604194965
-1,-1,-5,4,8,0,9840.55888139888
-2,16,-4,4,10,1,9800.897604194965
4,-5,-4,4,8,1,9840.55888139888
-5,16,-5,4,10,0,9800.897604194965
2,8,2,3,8,0,9840.55888139888
4,-21,0,4,16,0,9680.8737168216
-4,-13,2,3,10,1,9800.897604194965
3,1,3,1,6,1,9880.299600299879
0,-9,-6,2,10,0,9800.897604179174
5,21,3,3,12,0,9761.31560988418
-3,2,1,2,6,0,9880.299600299879
-3,-17,11,1,14,0,9721.81273998002
0,9,-2,1,10,1,9800.897604194965
8,-2,2,4,12,2,9761.31560988418
-2,-12,8,3,10,3,9800.897604194965
-2,2,-4,2,6,0,9880.299600299879
5,-9,3,1,12,2,9761.314815684667
2,0,-2,2,4,1,9920.119920019999
5,-1,-1,3,6,1,9880.299600299879
5,-15,-5,1,10,1,9800.897604194965
-1,1,-1,2,2,2,9960.02
-5,19,-7,2,12,0,9761.31560988418
4,-18,-2,2,12,2,9761.31560988418
-10,1,0,2,12,0,9736.400927264545
-5,-13,1,1,10,3,9800.897604194965
-6,10,0,4,10,0,9800.897604194965
0,-1,4,3,6,1,9880.299600299879
-2,10,-2,1,10,1,9800.897604194965
-9,-1,1,4,10,0,9800.897604194965
0,7,6,3,10,0,9800.897604194965
3,1,-5,1,10,1,9800.897604194965
-3,4,1,2,8,0,9840.55888139888
5,-14,-5,1,10,1,9800.897604194866
0,9,0,3,12,3,9761.31558963206
5,9,-3,2,14,1,8707.651452628015
0,-5,2,1,8,1,9840.55888139888
7,0,3,1,10,1,9800.897604194965
3,-7,1,1,10,0,9800.897604180143
5,-11,-1,4,10,0,9800.897604194965
-7,-1,3,4,10,0,9800.897604194965
4,3,0,1,6,1,9880.299600299879
1,1,-7,1,10,1,9800.897604194965
-4,2,-2,3,6,0,9880.299600299879
3,-10,-3,3,8,0,9840.55888139888
3,-2,3,1,8,1,9840.55888139888
